"gender_c" "age_c" "occupation_c" "population"
"815" "Male" "16 to 23 years" "Manufakturen werklieden" 1095
"816" "Female" "16 to 23 years" "Manufakturen werklieden" 218
"817" "Male" "Older than 23" "Manufakturen werklieden" 3042
"818" "Female" "Older than 23" "Manufakturen werklieden" 226
"819" "Male" "Older than 23" "Marmerschuurders" 2
"820" "Male" "Older than 23" "Mastenmakers" 2
"821" "Male" "Younger than 10" "Mattenmakers" 10
"822" "Female" "Younger than 10" "Mattenmakers" 8
"823" "Male" "10 to 11" "Mattenmakers" 24
"824" "Female" "10 to 11" "Mattenmakers" 8
"825" "Male" "12 to 15" "Mattenmakers" 140
"826" "Female" "12 to 15" "Mattenmakers" 146
"827" "Male" "16 to 23 years" "Mattenmakers" 165
"828" "Female" "16 to 23 years" "Mattenmakers" 186
"829" "Male" "Older than 23" "Mattenmakers" 681
"830" "Female" "Older than 23" "Mattenmakers" 586
"831" "Male" "16 to 23 years" "Meekrapbereiders, droogers" 50
"832" "Female" "16 to 23 years" "Meekrapbereiders, droogers" 1
"833" "Male" "Older than 23" "Meekrapbereiders, droogers" 305
"834" "Male" "16 to 23 years" "Meesters (keur-, markt-, waag-), afslagers" 8
"835" "Male" "Older than 23" "Meesters (keur-, markt-, waag-), afslagers" 370
"836" "Female" "Older than 23" "Meesters (keur-, markt-, waag-), afslagers" 14
"837" "Male" "16 to 23 years" "Meeters (koorn-, kolen-, hout-, hooi enz.), wijnstekers" 10
"838" "Male" "Older than 23" "Meeters (koorn-, kolen-, hout-, hooi enz.), wijnstekers" 774
"839" "Female" "Older than 23" "Meeters (koorn-, kolen-, hout-, hooi enz.), wijnstekers" 216
"840" "Male" "12 to 15" "Melk-, boter- en kaasverkoopers" 18
"841" "Male" "16 to 23 years" "Melk-, boter- en kaasverkoopers" 133
"842" "Female" "16 to 23 years" "Melk-, boter- en kaasverkoopers" 14
"843" "Male" "Older than 23" "Melk-, boter- en kaasverkoopers" 2302
"844" "Female" "Older than 23" "Melk-, boter- en kaasverkoopers" 439
"845" "Male" "12 to 15" "Messenmakers en slijpers" 6
"846" "Male" "16 to 23 years" "Messenmakers en slijpers" 18
"847" "Male" "Older than 23" "Messenmakers en slijpers" 207
"848" "Male" "10 to 11" "Metselaars" 26
"849" "Male" "12 to 15" "Metselaars" 860
"850" "Male" "16 to 23 years" "Metselaars" 3541
"851" "Male" "Older than 23" "Metselaars" 21166
"852" "Female" "Older than 23" "Metselaars" 30
"853" "Male" "12 to 15" "Mijnwerkers" 22
"854" "Male" "16 to 23 years" "Mijnwerkers" 224
"855" "Male" "Older than 23" "Mijnwerkers" 662
"856" "Female" "16 to 23 years" "Minnen" 4
"857" "Female" "Older than 23" "Minnen" 14
"858" "Male" "16 to 23 years" "Modelmakers" 1
"859" "Male" "Older than 23" "Modelmakers" 21
"860" "Female" "10 to 11" "Modemakers en bloemenmakers" 20
"861" "Female" "12 to 15" "Modemakers en bloemenmakers" 388
"862" "Male" "16 to 23 years" "Modemakers en bloemenmakers" 4
"863" "Female" "16 to 23 years" "Modemakers en bloemenmakers" 1472
"864" "Male" "Older than 23" "Modemakers en bloemenmakers" 21
"865" "Female" "Older than 23" "Modemakers en bloemenmakers" 3174
"866" "Male" "10 to 11" "Molenmakers" 2
"867" "Male" "12 to 15" "Molenmakers" 28
"868" "Male" "16 to 23 years" "Molenmakers" 117
"869" "Male" "Older than 23" "Molenmakers" 583
"870" "Female" "Older than 23" "Molenmakers" 4
"871" "Male" "Older than 23" "Mosterdmolenaars" 7
"872" "Male" "16 to 23 years" "Moutmolenaars" 2
"873" "Male" "Older than 23" "Moutmolenaars" 16
"874" "Female" "Older than 23" "Moutmolenaars" 2
"875" "Male" "10 to 11" "Muziekinstrument-, orgel-, fortepianomakers en verkoopers" 2
"876" "Male" "12 to 15" "Muziekinstrument-, orgel-, fortepianomakers en verkoopers" 50
"877" "Male" "16 to 23 years" "Muziekinstrument-, orgel-, fortepianomakers en verkoopers" 130
"878" "Male" "Older than 23" "Muziekinstrument-, orgel-, fortepianomakers en verkoopers" 660
"879" "Female" "Older than 23" "Muziekinstrument-, orgel-, fortepianomakers en verkoopers" 2
"880" "Female" "Younger than 10" "Naaisters, breisters, strijksters, waschvrouwen, werksters" 104
"881" "Female" "10 to 11" "Naaisters, breisters, strijksters, waschvrouwen, werksters" 670
"882" "Female" "12 to 15" "Naaisters, breisters, strijksters, waschvrouwen, werksters" 6105
"883" "Female" "16 to 23 years" "Naaisters, breisters, strijksters, waschvrouwen, werksters" 15709
"884" "Male" "Older than 23" "Naaisters, breisters, strijksters, waschvrouwen, werksters" 1
"885" "Female" "Older than 23" "Naaisters, breisters, strijksters, waschvrouwen, werksters" 66830
"886" "Male" "16 to 23 years" "Nachtwerkers" 8
"887" "Male" "Older than 23" "Nachtwerkers" 256
"888" "Male" "12 to 15" "Nettenmakers" 6
"889" "Female" "12 to 15" "Nettenmakers" 1
"890" "Male" "16 to 23 years" "Nettenmakers" 6
"891" "Male" "Older than 23" "Nettenmakers" 156
"892" "Male" "16 to 23 years" "Notarissen" 6
"893" "Male" "Older than 23" "Notarissen" 1413
"894" "Male" "16 to 23 years" "Notarissen (kandidaat)" 14
"895" "Male" "Older than 23" "Notarissen (kandidaat)" 235
"896" "Male" "10 to 11" "Olieslagers" 12
"897" "Male" "12 to 15" "Olieslagers" 140
"898" "Male" "16 to 23 years" "Olieslagers" 592
"899" "Female" "16 to 23 years" "Olieslagers" 1
"900" "Male" "Older than 23" "Olieslagers" 2688
"901" "Female" "Older than 23" "Olieslagers" 16
"902" "Male" "16 to 23 years" "Omroepers, aanplakkers" 4
"903" "Male" "Older than 23" "Omroepers, aanplakkers" 224
"904" "Female" "Older than 23" "Omroepers, aanplakkers" 8
"905" "Male" "16 to 23 years" "Ondernemers en direkteurs van naamlooze en handelmaatschappijen" 4
"906" "Male" "Older than 23" "Ondernemers en direkteurs van naamlooze en handelmaatschappijen" 60
"907" "Male" "16 to 23 years" "Ondernemers van begrafenis- en ziekenfondsen" 4
"908" "Male" "Older than 23" "Ondernemers van begrafenis- en ziekenfondsen" 226
"909" "Female" "Older than 23" "Ondernemers van begrafenis- en ziekenfondsen" 2
"910" "Male" "Older than 23" "Ondernemers van openbare verkoopingen" 8
"911" "Male" "16 to 23 years" "Ondernemers van publieke wagens en verdere middelen van vervoer" 6
"912" "Male" "Older than 23" "Ondernemers van publieke wagens en verdere middelen van vervoer" 85
"913" "Female" "Older than 23" "Ondernemers van publieke wagens en verdere middelen van vervoer" 12
"914" "Male" "16 to 23 years" "Ondernemers van waarborgmaatschappijen (assuradeurs)" 10
"915" "Male" "Older than 23" "Ondernemers van waarborgmaatschappijen (assuradeurs)" 425
"916" "Male" "16 to 23 years" "Onderwijzers, onderwijzeressen, aan de lagere scholen" 2114
"917" "Female" "16 to 23 years" "Onderwijzers, onderwijzeressen, aan de lagere scholen" 557
"918" "Male" "Older than 23" "Onderwijzers, onderwijzeressen, aan de lagere scholen" 8868
"919" "Female" "Older than 23" "Onderwijzers, onderwijzeressen, aan de lagere scholen" 2649
"920" "Male" "Older than 23" "Onderwijzers, onderwijzeressen, aan landbouw- en landhuishoudkundige scholen" 9
"921" "Male" "16 to 23 years" "Onderwijzers, onderwijzeressen, aan Latijnsche scholen" 4
"922" "Male" "Older than 23" "Onderwijzers, onderwijzeressen, aan Latijnsche scholen" 185
"923" "Male" "16 to 23 years" "Onderwijzers, onderwijzeressen, aan zeevaartscholen" 2
"924" "Male" "Older than 23" "Onderwijzers, onderwijzeressen, aan zeevaartscholen" 10
"925" "Male" "16 to 23 years" "Onderwijzers, onderwijzeressen, hulp-" 272
"926" "Female" "16 to 23 years" "Onderwijzers, onderwijzeressen, hulp-" 24
"927" "Male" "Older than 23" "Onderwijzers, onderwijzeressen, hulp-" 183
"928" "Female" "Older than 23" "Onderwijzers, onderwijzeressen, hulp-" 41
"929" "Male" "16 to 23 years" "Opzieners (vesting-, krijgs- en waterstaat-)" 1
"930" "Male" "Older than 23" "Opzieners (vesting-, krijgs- en waterstaat-)" 85
"931" "Male" "16 to 23 years" "Opzieners der jagt en visscherij" 5
"932" "Male" "Older than 23" "Opzieners der jagt en visscherij" 70
"933" "Male" "Older than 23" "Opzieners van openbare werken" 11
"934" "Male" "12 to 15" "Opzigters en conducteurs" 6
"935" "Male" "16 to 23 years" "Opzigters en conducteurs" 51
"936" "Female" "16 to 23 years" "Opzigters en conducteurs" 2
"937" "Male" "Older than 23" "Opzigters en conducteurs" 1409
"938" "Female" "Older than 23" "Opzigters en conducteurs" 74
"939" "Male" "10 to 11" "Opzigters en stokers van stoomwerktuigen" 2
"940" "Male" "12 to 15" "Opzigters en stokers van stoomwerktuigen" 22
"941" "Male" "16 to 23 years" "Opzigters en stokers van stoomwerktuigen" 238
"942" "Male" "Older than 23" "Opzigters en stokers van stoomwerktuigen" 1456
"943" "Female" "Younger than 10" "Orgeldraaijers en straatmuziekanten" 2
"944" "Male" "12 to 15" "Orgeldraaijers en straatmuziekanten" 6
"945" "Female" "12 to 15" "Orgeldraaijers en straatmuziekanten" 4
"946" "Male" "16 to 23 years" "Orgeldraaijers en straatmuziekanten" 30
"947" "Female" "16 to 23 years" "Orgeldraaijers en straatmuziekanten" 9
"948" "Male" "Older than 23" "Orgeldraaijers en straatmuziekanten" 201
"949" "Female" "Older than 23" "Orgeldraaijers en straatmuziekanten" 46
"950" "Male" "12 to 15" "Oudijzerverkoopers" 34
"951" "Male" "16 to 23 years" "Oudijzerverkoopers" 124
"952" "Female" "16 to 23 years" "Oudijzerverkoopers" 2
"953" "Male" "Older than 23" "Oudijzerverkoopers" 614
"954" "Female" "Older than 23" "Oudijzerverkoopers" 32
"955" "Male" "10 to 11" "Pakhuisknechts" 8
"956" "Male" "12 to 15" "Pakhuisknechts" 64
"957" "Male" "16 to 23 years" "Pakhuisknechts" 482
"958" "Male" "Older than 23" "Pakhuisknechts" 3500
"959" "Male" "Younger than 10" "Papierfabriekanten en werklieden" 2
"960" "Female" "Younger than 10" "Papierfabriekanten en werklieden" 6
"961" "Male" "10 to 11" "Papierfabriekanten en werklieden" 22
"962" "Female" "10 to 11" "Papierfabriekanten en werklieden" 28
"963" "Male" "12 to 15" "Papierfabriekanten en werklieden" 236
"964" "Female" "12 to 15" "Papierfabriekanten en werklieden" 136
"965" "Male" "16 to 23 years" "Papierfabriekanten en werklieden" 322
"966" "Female" "16 to 23 years" "Papierfabriekanten en werklieden" 252
"967" "Male" "Older than 23" "Papierfabriekanten en werklieden" 1477
"968" "Female" "Older than 23" "Papierfabriekanten en werklieden" 167
"969" "Male" "16 to 23 years" "Papierhandelaars" 10
"970" "Male" "Older than 23" "Papierhandelaars" 85
"971" "Female" "Older than 23" "Papierhandelaars" 2
"972" "Male" "Older than 23" "Pek- en teerstokers" 2
"973" "Male" "16 to 23 years" "Pennenbereiders" 2
"974" "Male" "Older than 23" "Pennenbereiders" 5
"975" "Male" "12 to 15" "Photografen" 1
"976" "Female" "12 to 15" "Photografen" 2
"977" "Male" "16 to 23 years" "Photografen" 10
"978" "Male" "Older than 23" "Photografen" 168
"979" "Male" "Older than 23" "Pijpendoppenmakers" 4
"980" "Male" "Younger than 10" "Pijpenmakers en knechts" 2
"981" "Male" "10 to 11" "Pijpenmakers en knechts" 12
"982" "Male" "12 to 15" "Pijpenmakers en knechts" 66
"983" "Female" "12 to 15" "Pijpenmakers en knechts" 42
"984" "Male" "16 to 23 years" "Pijpenmakers en knechts" 152
"985" "Female" "16 to 23 years" "Pijpenmakers en knechts" 106
"986" "Male" "Older than 23" "Pijpenmakers en knechts" 758
"987" "Female" "Older than 23" "Pijpenmakers en knechts" 464
"988" "Female" "12 to 15" "Pikeurs, paardrijders" 2
"989" "Male" "16 to 23 years" "Pikeurs, paardrijders" 12
"990" "Male" "Older than 23" "Pikeurs, paardrijders" 51
"991" "Female" "Older than 23" "Pikeurs, paardrijders" 2
"992" "Male" "16 to 23 years" "Pleistergieters, boetseerders" 6
"993" "Male" "Older than 23" "Pleistergieters, boetseerders" 18
"994" "Male" "16 to 23 years" "Poeliers" 5
"995" "Male" "Older than 23" "Poeliers" 82
"996" "Male" "16 to 23 years" "Politie. direkteurs, commissarissen, agenten, veld- en boschwachters" 28
"997" "Male" "Older than 23" "Politie. direkteurs, commissarissen, agenten, veld- en boschwachters" 6257
"998" "Female" "Older than 23" "Politie. direkteurs, commissarissen, agenten, veld- en boschwachters" 4
"999" "Male" "16 to 23 years" "Politie. marechaussees" 4
"1000" "Male" "Older than 23" "Politie. marechaussees" 687
"1001" "Male" "Younger than 10" "Potten-, pannen-, steen- en tegelbakkers" 16
"1002" "Female" "Younger than 10" "Potten-, pannen-, steen- en tegelbakkers" 2
"1003" "Male" "10 to 11" "Potten-, pannen-, steen- en tegelbakkers" 86
"1004" "Female" "10 to 11" "Potten-, pannen-, steen- en tegelbakkers" 6
"1005" "Male" "12 to 15" "Potten-, pannen-, steen- en tegelbakkers" 534
"1006" "Female" "12 to 15" "Potten-, pannen-, steen- en tegelbakkers" 32
"1007" "Male" "16 to 23 years" "Potten-, pannen-, steen- en tegelbakkers" 1330
"1008" "Female" "16 to 23 years" "Potten-, pannen-, steen- en tegelbakkers" 72
"1009" "Male" "Older than 23" "Potten-, pannen-, steen- en tegelbakkers" 5132
"1010" "Female" "Older than 23" "Potten-, pannen-, steen- en tegelbakkers" 320
"1011" "Male" "16 to 23 years" "Prokureurs" 2
"1012" "Male" "Older than 23" "Prokureurs" 291
"1013" "Female" "16 to 23 years" "Publieke vrouwen" 82
"1014" "Female" "Older than 23" "Publieke vrouwen" 796
"1015" "Male" "16 to 23 years" "Publiekhuishouders" 1
"1016" "Male" "Older than 23" "Publiekhuishouders" 23
"1017" "Male" "16 to 23 years" "Reeders" 1
"1018" "Male" "Older than 23" "Reeders" 319
"1019" "Female" "Older than 23" "Reeders" 18
"1020" "Female" "10 to 11" "Regenschermmakers" 2
"1021" "Male" "12 to 15" "Regenschermmakers" 15
"1022" "Female" "12 to 15" "Regenschermmakers" 2
"1023" "Male" "16 to 23 years" "Regenschermmakers" 74
"1024" "Male" "Older than 23" "Regenschermmakers" 375
"1025" "Female" "Older than 23" "Regenschermmakers" 16
"1026" "Male" "16 to 23 years" "Regterlijke magt" 6
"1027" "Male" "Older than 23" "Regterlijke magt" 1220
"1028" "Male" "12 to 15" "Renteniers" 2
"1029" "Female" "12 to 15" "Renteniers" 4
"1030" "Male" "16 to 23 years" "Renteniers" 21
"1031" "Female" "16 to 23 years" "Renteniers" 29
"1032" "Male" "Older than 23" "Renteniers" 2522
"1033" "Female" "Older than 23" "Renteniers" 1598
"1034" "Male" "16 to 23 years" "Rentmeesters" 3
"1035" "Female" "16 to 23 years" "Rentmeesters" 2
"1036" "Male" "Older than 23" "Rentmeesters" 259
"1037" "Female" "Older than 23" "Rentmeesters" 2
"1038" "Male" "Younger than 10" "Rijtuig-, wagen- en zadelmakers" 2
"1039" "Male" "10 to 11" "Rijtuig-, wagen- en zadelmakers" 36
"1040" "Male" "12 to 15" "Rijtuig-, wagen- en zadelmakers" 1042
"1041" "Male" "16 to 23 years" "Rijtuig-, wagen- en zadelmakers" 2352
"1042" "Male" "Older than 23" "Rijtuig-, wagen- en zadelmakers" 8676
"1043" "Female" "Older than 23" "Rijtuig-, wagen- en zadelmakers" 92
"1044" "Male" "10 to 11" "Rijtuigschilders" 4
"1045" "Male" "12 to 15" "Rijtuigschilders" 70
"1046" "Male" "16 to 23 years" "Rijtuigschilders" 206
"1047" "Male" "Older than 23" "Rijtuigschilders" 476
"1048" "Female" "Older than 23" "Rijtuigschilders" 2
"1049" "Male" "12 to 15" "Run- en schorsmolenaars" 8
"1050" "Male" "16 to 23 years" "Run- en schorsmolenaars" 14
"1051" "Male" "Older than 23" "Run- en schorsmolenaars" 52
"1052" "Male" "Older than 23" "Runhandelaars" 2
"1053" "Male" "Older than 23" "Sagofabriekanten" 2
"1054" "Male" "Younger than 10" "Schaarslijpers" 2
"1055" "Male" "10 to 11" "Schaarslijpers" 2
"1056" "Male" "12 to 15" "Schaarslijpers" 18
"1057" "Male" "16 to 23 years" "Schaarslijpers" 37
"1058" "Male" "Older than 23" "Schaarslijpers" 378
"1059" "Male" "Older than 23" "Schatters" 78
"1060" "Male" "Younger than 10" "Scheep-, blok en zeilmakers" 4
"1061" "Male" "10 to 11" "Scheep-, blok en zeilmakers" 36
"1062" "Male" "12 to 15" "Scheep-, blok en zeilmakers" 969
"1063" "Male" "16 to 23 years" "Scheep-, blok en zeilmakers" 3260
"1064" "Male" "Older than 23" "Scheep-, blok en zeilmakers" 10852
"1065" "Female" "Older than 23" "Scheep-, blok en zeilmakers" 66
"1066" "Male" "16 to 23 years" "Scheepsexperten" 18
"1067" "Male" "Older than 23" "Scheepsexperten" 5
"1068" "Male" "12 to 15" "Scheepsjagers" 2
"1069" "Male" "16 to 23 years" "Scheepsjagers" 5
"1070" "Male" "Older than 23" "Scheepsjagers" 23
"1071" "Male" "Older than 23" "Scheepszeilnaaldenmakers" 4
"1072" "Male" "16 to 23 years" "Scheepwakers" 1
"1073" "Male" "Older than 23" "Scheepwakers" 106
"1074" "Male" "16 to 23 years" "Scheikundige voortbrengselen (fabriekanten in), verfverkoopers" 10
"1075" "Male" "Older than 23" "Scheikundige voortbrengselen (fabriekanten in), verfverkoopers" 104
"1076" "Female" "Older than 23" "Scheikundige voortbrengselen (fabriekanten in), verfverkoopers" 4
"1077" "Male" "12 to 15" "Schelpvisschers" 2
"1078" "Male" "16 to 23 years" "Schelpvisschers" 55
"1079" "Male" "Older than 23" "Schelpvisschers" 375
"1080" "Male" "Older than 23" "Schermmeesters" 22
"1081" "Male" "Younger than 10" "Schilders (huis) en glazenmakers" 2
"1082" "Male" "10 to 11" "Schilders (huis) en glazenmakers" 62
"1083" "Male" "12 to 15" "Schilders (huis) en glazenmakers" 1405
"1084" "Male" "16 to 23 years" "Schilders (huis) en glazenmakers" 3864
"1085" "Male" "Older than 23" "Schilders (huis) en glazenmakers" 17641
"1086" "Female" "Older than 23" "Schilders (huis) en glazenmakers" 70
"1087" "Male" "Younger than 10" "Schippers, loodsen, matrozen (koopvaardij-), schuitenverhuurders enz." 35
"1088" "Male" "10 to 11" "Schippers, loodsen, matrozen (koopvaardij-), schuitenverhuurders enz." 117
"1089" "Male" "12 to 15" "Schippers, loodsen, matrozen (koopvaardij-), schuitenverhuurders enz." 2414
"1090" "Female" "12 to 15" "Schippers, loodsen, matrozen (koopvaardij-), schuitenverhuurders enz." 4
"1091" "Male" "16 to 23 years" "Schippers, loodsen, matrozen (koopvaardij-), schuitenverhuurders enz." 13358
"1092" "Female" "16 to 23 years" "Schippers, loodsen, matrozen (koopvaardij-), schuitenverhuurders enz." 7
"1093" "Male" "Older than 23" "Schippers, loodsen, matrozen (koopvaardij-), schuitenverhuurders enz." 53814
"1094" "Female" "Older than 23" "Schippers, loodsen, matrozen (koopvaardij-), schuitenverhuurders enz." 570
"1095" "Male" "Younger than 10" "Schoenmakers en lappers" 106
"1096" "Male" "10 to 11" "Schoenmakers en lappers" 400
"1097" "Female" "10 to 11" "Schoenmakers en lappers" 2
"1098" "Male" "12 to 15" "Schoenmakers en lappers" 4068
"1099" "Female" "12 to 15" "Schoenmakers en lappers" 30
"1100" "Male" "16 to 23 years" "Schoenmakers en lappers" 8474
"1101" "Female" "16 to 23 years" "Schoenmakers en lappers" 110
"1102" "Male" "Older than 23" "Schoenmakers en lappers" 36728
"1103" "Female" "Older than 23" "Schoenmakers en lappers" 275
"1104" "Male" "Younger than 10" "Schoolleerlingen/1" 266354
"1105" "Female" "Younger than 10" "Schoolleerlingen/1" 239913
"1106" "Male" "10 to 11" "Schoolleerlingen/1" 88614
"1107" "Female" "10 to 11" "Schoolleerlingen/1" 75520
"1108" "Male" "12 to 15" "Schoolleerlingen/1" 58539
"1109" "Female" "12 to 15" "Schoolleerlingen/1" 41333
"1110" "Male" "16 to 23 years" "Schoolleerlingen/1" 6977
"1111" "Female" "16 to 23 years" "Schoolleerlingen/1" 5042
"1112" "Male" "Older than 23" "Schoolleerlingen/1" 409
"1113" "Female" "Older than 23" "Schoolleerlingen/1" 202
"1114" "Male" "10 to 11" "Schoorsteenvegers" 10
"1115" "Male" "12 to 15" "Schoorsteenvegers" 44
"1116" "Male" "16 to 23 years" "Schoorsteenvegers" 133
"1117" "Male" "Older than 23" "Schoorsteenvegers" 521
"1118" "Female" "Older than 23" "Schoorsteenvegers" 6
"1119" "Male" "12 to 15" "Schoppenmakers" 6
"1120" "Male" "16 to 23 years" "Schoppenmakers" 12
"1121" "Male" "Older than 23" "Schoppenmakers" 22
"1122" "Male" "Older than 23" "Siroopfabriekanten" 10
"1123" "Male" "Younger than 10" "Slijpers (diamant-, glas-, marmer-, metaal-)" 2
"1124" "Male" "10 to 11" "Slijpers (diamant-, glas-, marmer-, metaal-)" 22
"1125" "Male" "12 to 15" "Slijpers (diamant-, glas-, marmer-, metaal-)" 210
"1126" "Female" "12 to 15" "Slijpers (diamant-, glas-, marmer-, metaal-)" 8
"1127" "Male" "16 to 23 years" "Slijpers (diamant-, glas-, marmer-, metaal-)" 798
"1128" "Female" "16 to 23 years" "Slijpers (diamant-, glas-, marmer-, metaal-)" 12
"1129" "Male" "Older than 23" "Slijpers (diamant-, glas-, marmer-, metaal-)" 2226
"1130" "Female" "Older than 23" "Slijpers (diamant-, glas-, marmer-, metaal-)" 2
"1131" "Male" "Younger than 10" "Smeden (hoef-, kagchel- en andere)" 4
"1132" "Male" "10 to 11" "Smeden (hoef-, kagchel- en andere)" 116
"1133" "Male" "12 to 15" "Smeden (hoef-, kagchel- en andere)" 2923
"1134" "Male" "16 to 23 years" "Smeden (hoef-, kagchel- en andere)" 8208
"1135" "Female" "16 to 23 years" "Smeden (hoef-, kagchel- en andere)" 7
"1136" "Male" "Older than 23" "Smeden (hoef-, kagchel- en andere)" 24184
"1137" "Female" "Older than 23" "Smeden (hoef-, kagchel- en andere)" 222
"1138" "Male" "12 to 15" "Solliciteurs en klerken" 28
"1139" "Male" "16 to 23 years" "Solliciteurs en klerken" 76
"1140" "Male" "Older than 23" "Solliciteurs en klerken" 85
"1141" "Male" "Older than 23" "Speelkaartenfabriekanten" 1
"1142" "Male" "16 to 23 years" "Speldenfabriekanten en werklieden" 2
"1143" "Female" "16 to 23 years" "Speldenfabriekanten en werklieden" 6
"1144" "Male" "Older than 23" "Speldenfabriekanten en werklieden" 12
"1145" "Female" "Older than 23" "Speldenfabriekanten en werklieden" 8
"1146" "Male" "10 to 11" "Spiegelmakers en verkoopers" 2
"1147" "Male" "12 to 15" "Spiegelmakers en verkoopers" 44
"1148" "Male" "16 to 23 years" "Spiegelmakers en verkoopers" 114
"1149" "Male" "Older than 23" "Spiegelmakers en verkoopers" 316
"1150" "Female" "Older than 23" "Spiegelmakers en verkoopers" 2
"1151" "Male" "10 to 11" "Spijkermakers" 2
"1152" "Male" "12 to 15" "Spijkermakers" 38
"1153" "Male" "16 to 23 years" "Spijkermakers" 72
"1154" "Male" "Older than 23" "Spijkermakers" 226
"1155" "Male" "Younger than 10" "Spinners, wevers en spoelders" 318
"1156" "Female" "Younger than 10" "Spinners, wevers en spoelders" 178
"1157" "Male" "10 to 11" "Spinners, wevers en spoelders" 708
"1158" "Female" "10 to 11" "Spinners, wevers en spoelders" 476
"1159" "Male" "12 to 15" "Spinners, wevers en spoelders" 4272
"1160" "Female" "12 to 15" "Spinners, wevers en spoelders" 2262
"1161" "Male" "16 to 23 years" "Spinners, wevers en spoelders" 10329
"1162" "Female" "16 to 23 years" "Spinners, wevers en spoelders" 5593
"1163" "Male" "Older than 23" "Spinners, wevers en spoelders" 31896
"1164" "Female" "Older than 23" "Spinners, wevers en spoelders" 12486
"1165" "Male" "12 to 15" "Spoorweg- en stoombootbeambten" 10
"1166" "Male" "16 to 23 years" "Spoorweg- en stoombootbeambten" 81
"1167" "Female" "16 to 23 years" "Spoorweg- en stoombootbeambten" 2
"1168" "Male" "Older than 23" "Spoorweg- en stoombootbeambten" 1600
"1169" "Female" "Older than 23" "Spoorweg- en stoombootbeambten" 10
"1170" "Male" "12 to 15" "Stalhouders, rijtuigenverhuurders" 8
"1171" "Male" "16 to 23 years" "Stalhouders, rijtuigenverhuurders" 60
"1172" "Male" "Older than 23" "Stalhouders, rijtuigenverhuurders" 1146
"1173" "Female" "Older than 23" "Stalhouders, rijtuigenverhuurders" 70
"1174" "Male" "12 to 15" "Stangenmakers" 2
"1175" "Male" "16 to 23 years" "Stangenmakers" 2
"1176" "Male" "Older than 23" "Stangenmakers" 2
"1177" "Male" "10 to 11" "Steen- en plaatdrukkers" 12
"1178" "Male" "12 to 15" "Steen- en plaatdrukkers" 110
"1179" "Male" "16 to 23 years" "Steen- en plaatdrukkers" 207
"1180" "Male" "Older than 23" "Steen- en plaatdrukkers" 577
"1181" "Female" "Older than 23" "Steen- en plaatdrukkers" 4
"1182" "Male" "10 to 11" "Steenhouwers" 10
"1183" "Male" "12 to 15" "Steenhouwers" 174
"1184" "Male" "16 to 23 years" "Steenhouwers" 508
"1185" "Female" "16 to 23 years" "Steenhouwers" 2
"1186" "Male" "Older than 23" "Steenhouwers" 1284
"1187" "Female" "Older than 23" "Steenhouwers" 4
"1188" "Male" "12 to 15" "Steenkolen-, hout- en turfverkoopers" 2
"1189" "Male" "16 to 23 years" "Steenkolen-, hout- en turfverkoopers" 24
"1190" "Female" "16 to 23 years" "Steenkolen-, hout- en turfverkoopers" 2
"1191" "Male" "Older than 23" "Steenkolen-, hout- en turfverkoopers" 702
"1192" "Female" "Older than 23" "Steenkolen-, hout- en turfverkoopers" 106
"1193" "Male" "16 to 23 years" "Steenkoopers" 2
"1194" "Male" "Older than 23" "Steenkoopers" 54
"1195" "Male" "Older than 23" "Stellingverhuurders" 4
"1196" "Male" "12 to 15" "Stijfselfabriekanten" 8
"1197" "Male" "16 to 23 years" "Stijfselfabriekanten" 12
"1198" "Male" "Older than 23" "Stijfselfabriekanten" 144
"1199" "Male" "Younger than 10" "Stoelenbekleeders, draaijers, makers, matters" 2
"1200" "Male" "10 to 11" "Stoelenbekleeders, draaijers, makers, matters" 24
"1201" "Male" "12 to 15" "Stoelenbekleeders, draaijers, makers, matters" 186
"1202" "Female" "12 to 15" "Stoelenbekleeders, draaijers, makers, matters" 2
"1203" "Male" "16 to 23 years" "Stoelenbekleeders, draaijers, makers, matters" 485
"1204" "Female" "16 to 23 years" "Stoelenbekleeders, draaijers, makers, matters" 4
"1205" "Male" "Older than 23" "Stoelenbekleeders, draaijers, makers, matters" 2279
"1206" "Female" "Older than 23" "Stoelenbekleeders, draaijers, makers, matters" 64
"1207" "Male" "Younger than 10" "Stoffenverwers en glanzers" 2
"1208" "Male" "10 to 11" "Stoffenverwers en glanzers" 10
"1209" "Male" "12 to 15" "Stoffenverwers en glanzers" 57
"1210" "Male" "16 to 23 years" "Stoffenverwers en glanzers" 251
"1211" "Female" "16 to 23 years" "Stoffenverwers en glanzers" 8
"1212" "Male" "Older than 23" "Stoffenverwers en glanzers" 1516
"1213" "Female" "Older than 23" "Stoffenverwers en glanzers" 62
"1214" "Male" "Older than 23" "Stoommeelfabriekanten" 2
"1215" "Male" "12 to 15" "Straatmakers" 30
"1216" "Male" "16 to 23 years" "Straatmakers" 102
"1217" "Male" "Older than 23" "Straatmakers" 741
"1218" "Male" "Older than 23" "Strandmeesters" 18
"1219" "Male" "12 to 15" "Studenten aan hoogescholen, athenaea, seminarien, clinische scholen, enz." 617
"1220" "Male" "16 to 23 years" "Studenten aan hoogescholen, athenaea, seminarien, clinische scholen, enz." 3023
