"gender_c" "age_c" "occupation_c" "population"
"2017" "Female" "Older than 16" "Scheikundige voorwerpen en verfwaren (fabrijkanten en werklieden in)" 80
"2023" "Male" "Older than 16" "Schelpvisschers, schulpers" 1350
"2024" "Female" "Older than 16" "Schelpvisschers, schulpers" 10
"2026" "Male" "Older than 16" "Schermmeesters" 190
"2033" "Male" "Younger than 10" "Schilders (huis-), glazenmakers" 40
"2034" "Female" "Younger than 10" "Schilders (huis-), glazenmakers" 10
"2035" "Male" "10 to 11" "Schilders (huis-), glazenmakers" 260
"2036" "Male" "12 to 15" "Schilders (huis-), glazenmakers" 5200
"2037" "Male" "Older than 16" "Schilders (huis-), glazenmakers" 9685
"2038" "Female" "Older than 16" "Schilders (huis-), glazenmakers" 780
"2051" "Male" "Younger than 10" "Schippers, loodsen, gezagvoerders, stuurlieden en matrozen (koopvaardij-) schuitenverhuurders, commissarissen van veerschepen enz." 280
"2052" "Male" "10 to 11" "Schippers, loodsen, gezagvoerders, stuurlieden en matrozen (koopvaardij-) schuitenverhuurders, commissarissen van veerschepen enz." 1120
"2053" "Male" "12 to 15" "Schippers, loodsen, gezagvoerders, stuurlieden en matrozen (koopvaardij-) schuitenverhuurders, commissarissen van veerschepen enz." 1178
"2054" "Female" "12 to 15" "Schippers, loodsen, gezagvoerders, stuurlieden en matrozen (koopvaardij-) schuitenverhuurders, commissarissen van veerschepen enz." 10
"2055" "Male" "Older than 16" "Schippers, loodsen, gezagvoerders, stuurlieden en matrozen (koopvaardij-) schuitenverhuurders, commissarissen van veerschepen enz." 27779
"2056" "Female" "Older than 16" "Schippers, loodsen, gezagvoerders, stuurlieden en matrozen (koopvaardij-) schuitenverhuurders, commissarissen van veerschepen enz." 2760
"2069" "Male" "Younger than 10" "Schoenmakers en lappers" 460
"2070" "Male" "10 to 11" "Schoenmakers en lappers" 2290
"2071" "Female" "10 to 11" "Schoenmakers en lappers" 10
"2072" "Male" "12 to 15" "Schoenmakers en lappers" 1976
"2073" "Female" "12 to 15" "Schoenmakers en lappers" 30
"2074" "Male" "Older than 16" "Schoenmakers en lappers" 23801
"2075" "Female" "Older than 16" "Schoenmakers en lappers" 1620
"2090" "Male" "Younger than 10" "Schoolleerlingen" 91463
"2091" "Female" "Younger than 10" "Schoolleerlingen" 80799
"2092" "Male" "10 to 11" "Schoolleerlingen" 36649
"2093" "Female" "10 to 11" "Schoolleerlingen" 31561
"2094" "Male" "12 to 15" "Schoolleerlingen" 27432
"2095" "Female" "12 to 15" "Schoolleerlingen" 2168
"2096" "Male" "Older than 16" "Schoolleerlingen" 2086
"2097" "Female" "Older than 16" "Schoolleerlingen" 1619
"2107" "Male" "Younger than 10" "Schoorsteenvegers" 20
"2108" "Male" "12 to 15" "Schoorsteenvegers" 180
"2109" "Male" "Older than 16" "Schoorsteenvegers" 2800
"2110" "Female" "Older than 16" "Schoorsteenvegers" 30
"2115" "Male" "Older than 16" "Schutters" 2160
"2116" "Female" "Older than 16" "Schutters" 80
"2120" "Male" "10 to 11" "Slijpers (diamant-, glas-, marmer-, metaal- enz.)" 40
"2121" "Male" "12 to 15" "Slijpers (diamant-, glas-, marmer-, metaal- enz.)" 380
"2122" "Female" "12 to 15" "Slijpers (diamant-, glas-, marmer-, metaal- enz.)" 10
"2123" "Male" "Older than 16" "Slijpers (diamant-, glas-, marmer-, metaal- enz.)" 106
"2124" "Female" "Older than 16" "Slijpers (diamant-, glas-, marmer-, metaal- enz.)" 470
"2135" "Male" "Younger than 10" "Smeden (grof-, hoef-, kagchel- en andere)" 120
"2136" "Male" "10 to 11" "Smeden (grof-, hoef-, kagchel- en andere)" 560
"2137" "Male" "12 to 15" "Smeden (grof-, hoef-, kagchel- en andere)" 9400
"2138" "Male" "Older than 16" "Smeden (grof-, hoef-, kagchel- en andere)" 13403
"2139" "Female" "Older than 16" "Smeden (grof-, hoef-, kagchel- en andere)" 2050
"2146" "Male" "12 to 15" "Solliciteurs" 10
"2147" "Male" "Older than 16" "Solliciteurs" 60
"2148" "Female" "Older than 16" "Solliciteurs" 10
"2152" "Male" "Younger than 10" "Speldenfabrijkanten en werklieden" 10
"2153" "Male" "10 to 11" "Speldenfabrijkanten en werklieden" 10
"2154" "Male" "Older than 16" "Speldenfabrijkanten en werklieden" 190
"2155" "Female" "Older than 16" "Speldenfabrijkanten en werklieden" 60
"2162" "Male" "12 to 15" "Spiegelmakers en verkoopers" 40
"2163" "Male" "Older than 16" "Spiegelmakers en verkoopers" 690
"2164" "Female" "Older than 16" "Spiegelmakers en verkoopers" 40
"2169" "Male" "10 to 11" "Spijkermakers" 20
"2170" "Male" "12 to 15" "Spijkermakers" 110
"2171" "Male" "Older than 16" "Spijkermakers" 790
"2172" "Female" "Older than 16" "Spijkermakers" 10
"2185" "Male" "Younger than 10" "Spinners, spoelders, wevers" 1000
"2186" "Female" "Younger than 10" "Spinners, spoelders, wevers" 970
"2187" "Male" "10 to 11" "Spinners, spoelders, wevers" 2160
"2188" "Female" "10 to 11" "Spinners, spoelders, wevers" 1490
"2189" "Male" "12 to 15" "Spinners, spoelders, wevers" 2115
"2190" "Female" "12 to 15" "Spinners, spoelders, wevers" 1132
"2191" "Male" "Older than 16" "Spinners, spoelders, wevers" 19636
"2192" "Female" "Older than 16" "Spinners, spoelders, wevers" 10196
"2203" "Male" "12 to 15" "Spoorweg- en stoombootbeambten" 40
"2204" "Male" "Older than 16" "Spoorweg- en stoombootbeambten" 5890
"2205" "Female" "Older than 16" "Spoorweg- en stoombootbeambten" 80
"2211" "Male" "Older than 16" "Stalhouders, rijtuigverhuurders" 3160
"2212" "Female" "Older than 16" "Stalhouders, rijtuigverhuurders" 520
"2218" "Male" "10 to 11" "Steenhouwers" 20
"2219" "Male" "12 to 15" "Steenhouwers" 500
"2220" "Male" "Older than 16" "Steenhouwers" 6530
"2221" "Female" "Older than 16" "Steenhouwers" 80
"2228" "Male" "10 to 11" "Steenkolen-, hout- en turfverkoopers" 10
"2229" "Male" "Older than 16" "Steenkolen-, hout- en turfverkoopers" 3130
"2230" "Female" "Older than 16" "Steenkolen-, hout- en turfverkoopers" 1100
"2234" "Male" "Older than 16" "Stelzieders" 10
"2239" "Male" "12 to 15" "Stijfselfabrijkanten" 20
"2240" "Male" "Older than 16" "Stijfselfabrijkanten" 510
"2241" "Female" "Older than 16" "Stijfselfabrijkanten" 10
"2248" "Male" "10 to 11" "Stoelen-bekleeders, draaijers, matters" 10
"2249" "Male" "12 to 15" "Stoelen-bekleeders, draaijers, matters" 620
"2250" "Female" "12 to 15" "Stoelen-bekleeders, draaijers, matters" 50
"2251" "Male" "Older than 16" "Stoelen-bekleeders, draaijers, matters" 1204
"2252" "Female" "Older than 16" "Stoelen-bekleeders, draaijers, matters" 570
"2260" "Male" "12 to 15" "Stoffenverwers, glanzers" 260
"2261" "Male" "Older than 16" "Stoffenverwers, glanzers" 8030
"2262" "Female" "Older than 16" "Stoffenverwers, glanzers" 470
"2269" "Male" "12 to 15" "Straatmakers" 40
"2270" "Male" "Older than 16" "Straatmakers" 6400
"2271" "Female" "Older than 16" "Straatmakers" 10
"2275" "Male" "12 to 15" "Studenten aan academien, clinische scholen" 20
"2276" "Male" "Older than 16" "Studenten aan academien, clinische scholen" 2940
"2280" "Male" "10 to 11" "Studenten aan hooge scholen, athenaea" 30
"2281" "Male" "12 to 15" "Studenten aan hooge scholen, athenaea" 200
"2282" "Male" "Older than 16" "Studenten aan hooge scholen, athenaea" 1101
"2290" "Male" "Younger than 10" "Studenten aan seminarien" 20
"2291" "Male" "10 to 11" "Studenten aan seminarien" 230
"2292" "Male" "12 to 15" "Studenten aan seminarien" 4490
"2293" "Male" "Older than 16" "Studenten aan seminarien" 1025
"2300" "Male" "10 to 11" "Stukadoors, witters" 10
"2301" "Male" "12 to 15" "Stukadoors, witters" 90
"2302" "Male" "Older than 16" "Stukadoors, witters" 5930
"2308" "Male" "12 to 15" "Suiker- en pastijbakkers" 80
"2309" "Male" "Older than 16" "Suiker- en pastijbakkers" 1191
"2310" "Female" "Older than 16" "Suiker- en pastijbakkers" 140
"2315" "Male" "12 to 15" "Suikerraffinadeurs" 10
"2316" "Male" "Older than 16" "Suikerraffinadeurs" 1780
"2317" "Female" "Older than 16" "Suikerraffinadeurs" 10
"2346" "Male" "Older than 16" "Taalmeesters, translateurs" 420
"2347" "Female" "Older than 16" "Taalmeesters, translateurs" 10
"2353" "Male" "10 to 11" "Tabak- en sigarenfabrijkanten" 20
"2354" "Male" "12 to 15" "Tabak- en sigarenfabrijkanten" 400
"2355" "Male" "Older than 16" "Tabak- en sigarenfabrijkanten" 9100
"2356" "Female" "Older than 16" "Tabak- en sigarenfabrijkanten" 180
"2367" "Male" "Younger than 10" "Tabak- en sigarenkervers" 190
"2368" "Male" "10 to 11" "Tabak- en sigarenkervers" 690
"2369" "Female" "10 to 11" "Tabak- en sigarenkervers" 20
"2370" "Male" "12 to 15" "Tabak- en sigarenkervers" 5610
"2371" "Female" "12 to 15" "Tabak- en sigarenkervers" 30
"2372" "Male" "Older than 16" "Tabak- en sigarenkervers" 1928
"2373" "Female" "Older than 16" "Tabak- en sigarenkervers" 460
"2385" "Male" "12 to 15" "Tabak- en sigarenplanters" 230
"2386" "Female" "12 to 15" "Tabak- en sigarenplanters" 40
"2387" "Male" "Older than 16" "Tabak- en sigarenplanters" 1538
"2388" "Female" "Older than 16" "Tabak- en sigarenplanters" 2130
"2392" "Male" "12 to 15" "Tabak- en sigarenverkoopers" 80
"2393" "Female" "12 to 15" "Tabak- en sigarenverkoopers" 10
"2394" "Male" "Older than 16" "Tabak- en sigarenverkoopers" 3650
"2395" "Female" "Older than 16" "Tabak- en sigarenverkoopers" 140
"2402" "Male" "Younger than 10" "Tapijtfabrijkanten" 60
"2403" "Female" "Younger than 10" "Tapijtfabrijkanten" 40
"2404" "Male" "10 to 11" "Tapijtfabrijkanten" 100
"2405" "Female" "10 to 11" "Tapijtfabrijkanten" 20
"2406" "Male" "12 to 15" "Tapijtfabrijkanten" 200
"2407" "Female" "12 to 15" "Tapijtfabrijkanten" 250
"2408" "Male" "Older than 16" "Tapijtfabrijkanten" 2320
"2409" "Female" "Older than 16" "Tapijtfabrijkanten" 1310
"2423" "Male" "Younger than 10" "Timmerlieden, kistenmakers" 130
"2424" "Male" "10 to 11" "Timmerlieden, kistenmakers" 590
"2425" "Male" "12 to 15" "Timmerlieden, kistenmakers" 1494
"2426" "Male" "Older than 16" "Timmerlieden, kistenmakers" 29194
"2427" "Female" "Older than 16" "Timmerlieden, kistenmakers" 650
"2434" "Male" "10 to 11" "Tinnegieters" 30
"2435" "Male" "12 to 15" "Tinnegieters" 70
"2436" "Male" "Older than 16" "Tinnegieters" 1720
"2437" "Female" "Older than 16" "Tinnegieters" 60
"2445" "Male" "12 to 15" "Tol- en pontgaarders, brug- en sluiswachters" 40
"2446" "Male" "Older than 16" "Tol- en pontgaarders, brug- en sluiswachters" 109
"2447" "Female" "Older than 16" "Tol- en pontgaarders, brug- en sluiswachters" 620
"2459" "Male" "Younger than 10" "Touwslagers, baanwerkers" 520
"2460" "Female" "Younger than 10" "Touwslagers, baanwerkers" 300
"2461" "Male" "10 to 11" "Touwslagers, baanwerkers" 860
"2462" "Female" "10 to 11" "Touwslagers, baanwerkers" 340
"2463" "Male" "12 to 15" "Touwslagers, baanwerkers" 4380
"2464" "Female" "12 to 15" "Touwslagers, baanwerkers" 480
"2465" "Male" "Older than 16" "Touwslagers, baanwerkers" 2665
"2466" "Female" "Older than 16" "Touwslagers, baanwerkers" 1350
"2474" "Male" "12 to 15" "Traanstokers" 10
"2475" "Male" "Older than 16" "Traanstokers" 20
"2480" "Male" "12 to 15" "Turf-, koorn- en kolendragers" 40
"2481" "Male" "Older than 16" "Turf-, koorn- en kolendragers" 1981
"2482" "Female" "Older than 16" "Turf-, koorn- en kolendragers" 3200
"2492" "Male" "Younger than 10" "Uitdragers, uitventers, leurders" 30
"2493" "Female" "Younger than 10" "Uitdragers, uitventers, leurders" 20
"2494" "Male" "10 to 11" "Uitdragers, uitventers, leurders" 50
"2495" "Female" "10 to 11" "Uitdragers, uitventers, leurders" 30
"2496" "Male" "12 to 15" "Uitdragers, uitventers, leurders" 510
"2497" "Female" "12 to 15" "Uitdragers, uitventers, leurders" 110
"2498" "Male" "Older than 16" "Uitdragers, uitventers, leurders" 1362
"2499" "Female" "Older than 16" "Uitdragers, uitventers, leurders" 6280
"2512" "Male" "Younger than 10" "Uurwerkmakers" 10
"2513" "Male" "10 to 11" "Uurwerkmakers" 90
"2514" "Male" "12 to 15" "Uurwerkmakers" 1200
"2515" "Male" "Older than 16" "Uurwerkmakers" 1689
"2516" "Female" "Older than 16" "Uurwerkmakers" 70
"2524" "Male" "12 to 15" "Veeartsen" 10
"2525" "Male" "Older than 16" "Veeartsen" 3280
"2534" "Male" "Younger than 10" "Veenlieden, turfboeren" 20
"2535" "Male" "10 to 11" "Veenlieden, turfboeren" 80
"2536" "Female" "10 to 11" "Veenlieden, turfboeren" 20
"2537" "Male" "12 to 15" "Veenlieden, turfboeren" 660
"2538" "Female" "12 to 15" "Veenlieden, turfboeren" 110
"2539" "Male" "Older than 16" "Veenlieden, turfboeren" 162
"2540" "Female" "Older than 16" "Veenlieden, turfboeren" 1520
"2542" "Male" "Older than 16" "Vendumeesters" 210
"2543" "Female" "Older than 16" "Vendumeesters" 40
"2547" "Male" "Younger than 10" "Vergulders, lijstenmakers" 10
"2548" "Male" "12 to 15" "Vergulders, lijstenmakers" 90
"2549" "Male" "Older than 16" "Vergulders, lijstenmakers" 2150
"2550" "Female" "Older than 16" "Vergulders, lijstenmakers" 20
"2560" "Male" "10 to 11" "Verschillende beroepen" 40
"2561" "Male" "12 to 15" "Verschillende beroepen" 280
"2562" "Female" "12 to 15" "Verschillende beroepen" 220
"2563" "Male" "Older than 16" "Verschillende beroepen" 1630
"2564" "Female" "Older than 16" "Verschillende beroepen" 930
"2570" "Male" "Older than 16" "Veteranen" 970
"2573" "Male" "12 to 15" "Villers" 10
"2574" "Male" "Older than 16" "Villers" 140
"2577" "Male" "Older than 16" "Vischdroogers en rookers" 480
"2578" "Female" "Older than 16" "Vischdroogers en rookers" 160
"2585" "Male" "10 to 11" "Vischverkoopers" 10
"2586" "Male" "12 to 15" "Vischverkoopers" 260
"2587" "Female" "12 to 15" "Vischverkoopers" 50
"2588" "Male" "Older than 16" "Vischverkoopers" 8400
"2589" "Female" "Older than 16" "Vischverkoopers" 8210
"2600" "Male" "Younger than 10" "Visschers" 20
"2601" "Male" "10 to 11" "Visschers" 420
"2602" "Male" "12 to 15" "Visschers" 4400
"2603" "Male" "Older than 16" "Visschers" 7035
"2604" "Female" "Older than 16" "Visschers" 280
"2613" "Male" "10 to 11" "Vleeschhouwers, spekslagers, poeliers" 130
"2614" "Male" "12 to 15" "Vleeschhouwers, spekslagers, poeliers" 2040
"2615" "Male" "Older than 16" "Vleeschhouwers, spekslagers, poeliers" 6515
"2616" "Female" "Older than 16" "Vleeschhouwers, spekslagers, poeliers" 1890
"2623" "Male" "Older than 16" "Voddenrapers" 270
"2624" "Female" "Older than 16" "Voddenrapers" 50
"2627" "Male" "Younger than 10" "Voerlieden, koetsiers, loopers, postknechten en sleepers" 10
"2628" "Male" "10 to 11" "Voerlieden, koetsiers, loopers, postknechten en sleepers" 40
"2629" "Male" "12 to 15" "Voerlieden, koetsiers, loopers, postknechten en sleepers" 980
"2630" "Female" "12 to 15" "Voerlieden, koetsiers, loopers, postknechten en sleepers" 30
"2631" "Male" "Older than 16" "Voerlieden, koetsiers, loopers, postknechten en sleepers" 6839
"2632" "Female" "Older than 16" "Voerlieden, koetsiers, loopers, postknechten en sleepers" 640
"2647" "Male" "12 to 15" "Vogelverkoopers, koolboeren" 30
"2648" "Male" "Older than 16" "Vogelverkoopers, koolboeren" 1920
"2649" "Female" "Older than 16" "Vogelverkoopers, koolboeren" 100
"2652" "Male" "Older than 16" "Wafel- en poffertjesbakkers" 310
"2653" "Female" "Older than 16" "Wafel- en poffertjesbakkers" 400
"2659" "Male" "12 to 15" "Watermolenaars" 90
"2660" "Male" "Older than 16" "Watermolenaars" 1509
"2661" "Female" "Older than 16" "Watermolenaars" 190
"2665" "Male" "Older than 16" "Waterverkoopers" 280
"2666" "Female" "Older than 16" "Waterverkoopers" 60
"2670" "Male" "12 to 15" "Wekkers" 10
"2671" "Male" "Older than 16" "Wekkers" 430
"2672" "Female" "Older than 16" "Wekkers" 350
"2678" "Male" "12 to 15" "Werktuigkundigen en makers, balans- en brandspuitmakers" 130
"2679" "Male" "Older than 16" "Werktuigkundigen en makers, balans- en brandspuitmakers" 4670
"2680" "Female" "Older than 16" "Werktuigkundigen en makers, balans- en brandspuitmakers" 20
"2687" "Male" "10 to 11" "Wierspinners" 10
"2688" "Male" "12 to 15" "Wierspinners" 40
"2689" "Male" "Older than 16" "Wierspinners" 10
"2692" "Male" "10 to 11" "Wijnhandelaars" 10
"2693" "Male" "12 to 15" "Wijnhandelaars" 60
"2694" "Male" "Older than 16" "Wijnhandelaars" 8930
"2695" "Female" "Older than 16" "Wijnhandelaars" 390
"2702" "Male" "Older than 16" "Zaadverkoopers" 90
"2703" "Female" "Older than 16" "Zaadverkoopers" 20
"2705" "Male" "12 to 15" "Zaakwaarnemers, commissionairs" 10
"2706" "Male" "Older than 16" "Zaakwaarnemers, commissionairs" 2203
"2707" "Female" "Older than 16" "Zaakwaarnemers, commissionairs" 210
"2717" "Male" "10 to 11" "Zakkenmakers en verhuurders" 10
"2718" "Male" "12 to 15" "Zakkenmakers en verhuurders" 20
"2719" "Male" "Older than 16" "Zakkenmakers en verhuurders" 570
"2720" "Female" "Older than 16" "Zakkenmakers en verhuurders" 80
"2725" "Male" "Older than 16" "Zandverkoopers" 190
"2726" "Female" "Older than 16" "Zandverkoopers" 60
"2730" "Male" "Younger than 10" "Zeepzieders" 10
"2731" "Male" "12 to 15" "Zeepzieders" 30
"2732" "Male" "Older than 16" "Zeepzieders" 1860
"2733" "Female" "Older than 16" "Zeepzieders" 30
"2739" "Male" "12 to 15" "Zeevaartscholen leerlingen" 740
"2740" "Male" "Older than 16" "Zeevaartscholen leerlingen" 170
"2744" "Male" "Older than 16" "Zeevaartscholen onderwijzers" 60
"2748" "Male" "Older than 16" "Ziekenoppassers" 980
"2749" "Female" "Older than 16" "Ziekenoppassers" 430
"2753" "Male" "Older than 16" "Zijdeteelt (personen behoorende tot de)" 10
"2762" "Male" "Younger than 10" "Zonder beroep" 254061
"2763" "Female" "Younger than 10" "Zonder beroep" 258967
"2764" "Male" "10 to 11" "Zonder beroep" 27275
"2765" "Female" "10 to 11" "Zonder beroep" 33147
"2766" "Male" "12 to 15" "Zonder beroep" 57383
"2767" "Female" "12 to 15" "Zonder beroep" 81898
"2768" "Male" "Older than 16" "Zonder beroep" 100519
"2769" "Female" "Older than 16" "Zonder beroep" 66632
"2779" "Male" "12 to 15" "Zoutzieders" 10
"2780" "Male" "Older than 16" "Zoutzieders" 1810
"2781" "Female" "Older than 16" "Zoutzieders" 70
"2786" "Male" "Older than 16" "Zwaardvegers" 210
"2791" "Male" "Younger than 10" "Zwavelstokkenmakers en verkoopers" 20
"2792" "Male" "10 to 11" "Zwavelstokkenmakers en verkoopers" 20
"2793" "Female" "10 to 11" "Zwavelstokkenmakers en verkoopers" 10
"2794" "Male" "12 to 15" "Zwavelstokkenmakers en verkoopers" 30
"2795" "Female" "12 to 15" "Zwavelstokkenmakers en verkoopers" 10
"2796" "Male" "Older than 16" "Zwavelstokkenmakers en verkoopers" 340
"2797" "Female" "Older than 16" "Zwavelstokkenmakers en verkoopers" 280
